210 659
231 75 85 87.94 15.83 
232 76 75 101.11 18.20 
233 76 77 111.55 20.08 
234 76 87 142.10 25.58 
235 77 78 97.91 17.62 
236 77 87 99.15 17.85 
237 78 65 119.34 21.48 
238 78 87 129.45 23.30 
239 79 66 90.92 16.37 
240 79 80 107.12 19.28 
241 79 89 130.21 23.44 
242 80 68 161.14 29.01 
243 80 79 107.12 19.28 
244 80 81 112.15 20.19 
245 80 89 152.38 27.43 
246 80 90 85.01 15.30 
247 80 91 159.55 28.72 
248 81 68 79.63 14.33 
249 81 80 112.15 20.19 
250 81 82 108.25 19.48 
251 81 91 119.34 21.48 
252 82 69 80.57 14.50 
253 82 83 103.81 18.69 
254 82 92 114.45 20.60 
255 83 70 95.77 17.24 
256 83 82 103.81 18.69 
257 83 93 106.13 19.10 
258 84 74 104.34 18.78 
259 84 85 96.74 17.41 
260 84 96 118.85 21.39 
261 85 75 87.94 15.83 
262 85 84 96.74 17.41 
263 86 76 92.89 16.72 
264 86 85 99.46 17.90 
265 86 87 106.68 19.20 
266 86 98 125.28 22.55 
267 87 78 129.45 23.30 
268 87 88 105.06 18.91 
269 87 98 150.80 27.14 
270 87 99 126.08 22.69 
271 88 78 98.40 17.71 
272 88 87 105.06 18.91 
273 88 100 102.68 18.48 
274 89 79 130.21 23.44 
275 89 90 90.02 16.20 
276 89 101 87.77 15.80 
277 90 80 85.01 15.30 
278 90 91 107.84 19.41 
279 91 80 159.55 28.72 
280 91 81 119.34 21.48 
281 91 90 107.84 19.41 
282 91 92 111.50 20.07 
283 91 102 97.85 17.61 
284 92 82 114.45 20.60 
285 92 91 111.50 20.07 
286 92 93 104.52 18.81 
287 93 83 106.13 19.10 
288 93 92 104.52 18.81 
289 93 94 199.00 35.82 
290 93 109 217.26 39.11 
291 94 70 284.82 51.27 
292 94 72 211.28 38.03 
293 94 93 199.00 35.82 
294 94 95 107.24 19.30 
295 94 103 158.15 28.47 
296 94 110 193.86 34.90 
297 95 73 247.91 44.62 
298 95 96 97.70 17.59 
299 95 103 111.10 20.00 
300 96 84 118.85 21.39 
301 96 95 97.70 17.59 
302 96 97 108.16 19.47 
303 96 103 141.77 25.52 
304 96 104 145.20 26.14 
305 96 112 197.30 35.51 
306 97 85 118.82 21.39 
307 97 96 108.16 19.47 
308 97 98 105.43 18.98 
309 98 86 125.28 22.55 
310 98 87 150.80 27.14 
311 98 97 105.43 18.98 
312 98 99 119.22 21.46 
313 98 104 135.54 24.40 
314 98 105 142.04 25.57 
315 98 114 237.66 42.78 
316 99 98 119.22 21.46 
317 100 87 137.75 24.79 
318 100 88 102.68 18.48 
319 100 99 80.90 14.56 
320 100 105 151.92 27.34 
321 100 115 213.21 38.38 
322 101 89 87.77 15.80 
323 101 102 221.64 39.90 
324 102 108 115.80 20.84 
325 103 94 158.15 28.47 
326 103 95 111.10 20.00 
327 103 110 125.80 22.64 
328 103 111 89.59 16.13 
329 103 112 136.72 24.61 
330 104 96 145.20 26.14 
331 104 98 135.54 24.40 
332 104 112 146.49 26.37 
333 104 114 169.56 30.52 
334 105 114 157.01 28.26 
335 106 101 119.36 21.49 
336 106 107 96.01 17.28 
337 107 122 186.26 33.53 
338 108 107 97.61 17.57 
339 108 109 210.40 37.87 
340 109 94 309.76 55.76 
341 109 108 210.40 37.87 
342 109 110 209.62 37.73 
343 109 125 171.05 30.79 
344 110 94 193.86 34.90 
345 110 109 209.62 37.73 
346 110 116 113.99 20.52 
347 111 103 89.59 16.13 
348 111 110 89.67 16.14 
349 112 103 136.72 24.61 
350 112 111 127.81 23.01 
351 112 113 93.38 16.81 
352 112 118 105.63 19.01 
353 113 112 93.38 16.81 
354 113 114 114.60 20.63 
355 113 119 114.49 20.61 
356 114 98 237.66 42.78 
357 114 104 169.56 30.52 
358 114 105 157.01 28.26 
359 114 113 114.60 20.63 
360 114 115 203.57 36.64 
361 114 119 138.60 24.95 
362 114 120 95.34 17.16 
363 114 131 252.60 45.47 
364 115 100 213.21 38.38 
365 115 105 140.71 25.33 
366 115 131 201.70 36.31 
367 116 110 113.99 20.52 
368 116 117 101.04 18.19 
369 116 126 95.79 17.24 
370 117 112 166.18 29.91 
371 117 116 101.04 18.19 
372 117 126 129.85 23.37 
373 118 117 115.18 20.73 
374 119 113 114.49 20.61 
375 119 118 100.02 18.00 
376 119 120 104.92 18.89 
377 119 128 148.49 26.73 
378 119 129 109.18 19.65 
379 120 114 95.34 17.16 
380 120 119 104.92 18.89 
381 120 130 105.04 18.91 
382 121 106 214.74 38.65 
383 121 133 151.77 27.32 
384 122 107 186.26 33.53 
385 122 121 114.80 20.66 
386 122 123 107.72 19.39 
387 123 108 215.68 38.82 
388 123 109 299.85 53.97 
389 123 122 107.72 19.39 
390 123 124 89.34 16.08 
391 123 133 146.70 26.41 
392 123 134 82.64 14.88 
393 123 135 138.00 24.84 
394 124 125 110.31 19.86 
395 124 135 98.12 17.66 
396 125 124 110.31 19.86 
397 125 126 206.20 37.12 
398 125 137 166.69 30.01 
399 126 117 129.85 23.37 
400 126 125 206.20 37.12 
401 126 127 116.60 20.99 
402 126 138 94.92 17.09 
403 127 126 116.60 20.99 
404 127 128 95.69 17.22 
405 128 118 105.84 19.05 
406 128 119 148.49 26.73 
407 128 127 95.69 17.22 
408 128 129 104.05 18.73 
409 128 139 151.93 27.35 
410 128 147 219.51 39.51 
411 129 130 101.22 18.22 
412 129 148 215.28 38.75 
413 130 120 105.04 18.91 
414 130 129 101.22 18.22 
415 130 149 196.63 35.39 
416 130 151 298.08 53.65 
417 131 114 252.60 45.47 
418 131 115 201.70 36.31 
419 131 130 211.39 38.05 
420 131 151 220.40 39.67 
421 132 121 94.13 16.94 
422 132 133 100.24 18.04 
423 133 123 146.70 26.41 
424 133 132 100.24 18.04 
425 133 140 135.77 24.44 
426 134 123 82.64 14.88 
427 134 133 111.02 19.98 
428 134 135 92.28 16.61 
429 134 141 115.14 20.73 
430 135 123 138.00 24.84 
431 135 124 98.12 17.66 
432 135 142 108.65 19.56 
433 135 143 150.57 27.10 
434 136 125 119.04 21.43 
435 136 135 111.12 20.00 
436 136 137 138.11 24.86 
437 136 143 96.83 17.43 
438 137 138 77.36 13.92 
439 137 145 144.96 26.09 
440 138 126 94.92 17.09 
441 138 137 77.36 13.92 
442 138 145 118.17 21.27 
443 139 126 143.50 25.83 
444 139 127 110.92 19.97 
445 139 128 151.93 27.35 
446 139 146 109.24 19.66 
447 139 147 156.35 28.14 
448 140 132 112.22 20.20 
449 140 141 212.00 38.16 
450 140 152 109.52 19.71 
451 141 133 141.52 25.47 
452 141 134 115.14 20.73 
453 141 140 212.00 38.16 
454 141 142 106.19 19.12 
455 141 153 94.05 16.93 
456 142 135 108.65 19.56 
457 142 143 107.49 19.35 
458 143 135 150.57 27.10 
459 143 136 96.83 17.43 
460 143 142 107.49 19.35 
461 143 144 108.16 19.47 
462 143 154 124.49 22.41 
463 143 155 136.49 24.57 
464 144 143 108.16 19.47 
465 144 145 107.11 19.28 
466 144 155 95.34 17.16 
467 145 137 144.96 26.09 
468 145 138 118.17 21.27 
469 145 139 154.45 27.80 
470 145 144 107.11 19.28 
471 145 146 105.94 19.07 
472 145 156 96.90 17.44 
473 146 139 109.24 19.66 
474 146 147 109.61 19.73 
475 147 128 219.51 39.51 
476 147 139 156.35 28.14 
477 147 146 109.61 19.73 
478 147 148 92.52 16.65 
479 148 129 215.28 38.75 
480 148 147 92.52 16.65 
481 148 149 103.64 18.65 
482 148 157 84.24 15.16 
483 149 130 196.63 35.39 
484 149 148 103.64 18.65 
485 149 150 117.80 21.20 
486 149 157 142.13 25.58 
487 150 159 112.20 20.20 
488 151 131 220.40 39.67 
489 151 150 107.15 19.29 
490 151 160 112.13 20.18 
491 152 153 217.56 39.16 
492 152 161 98.41 17.71 
493 153 141 94.05 16.93 
494 153 154 207.19 37.29 
495 153 162 122.77 22.10 
496 154 155 109.94 19.79 
497 154 163 100.65 18.12 
498 155 143 136.49 24.57 
499 155 144 95.34 17.16 
500 155 154 109.94 19.79 
501 155 164 117.77 21.20 
502 156 145 96.90 17.44 
503 156 155 125.37 22.57 
504 156 165 118.72 21.37 
505 157 148 84.24 15.16 
506 157 168 122.46 22.04 
507 158 149 105.19 18.93 
508 158 169 138.64 24.96 
509 159 158 92.44 16.64 
510 159 160 101.08 18.19 
511 159 170 119.42 21.50 
512 160 151 112.13 20.18 
513 161 162 192.25 34.61 
514 161 180 207.06 37.27 
515 162 153 122.77 22.10 
516 162 163 210.02 37.80 
517 162 172 151.63 27.29 
518 162 182 180.50 32.49 
519 163 154 100.65 18.12 
520 163 162 210.02 37.80 
521 163 164 109.60 19.73 
522 163 172 123.34 22.20 
523 163 183 222.53 40.06 
524 164 155 117.77 21.20 
525 164 163 109.60 19.73 
526 164 165 107.20 19.30 
527 165 155 160.77 28.94 
528 165 166 104.00 18.72 
529 165 173 146.07 26.29 
530 165 174 152.40 27.43 
531 166 167 122.09 21.98 
532 166 174 98.03 17.65 
533 167 147 189.85 34.17 
534 167 157 124.08 22.34 
535 167 168 102.86 18.51 
536 167 174 155.17 27.93 
537 167 175 106.26 19.13 
538 168 157 122.46 22.04 
539 168 167 102.86 18.51 
540 168 169 107.18 19.29 
541 169 170 89.01 16.02 
542 169 178 148.83 26.79 
543 170 159 119.42 21.50 
544 170 169 89.01 16.02 
545 170 171 124.29 22.37 
546 170 178 103.94 18.71 
547 171 160 104.39 18.79 
548 171 170 124.29 22.37 
549 171 179 104.28 18.77 
550 172 162 151.63 27.29 
551 172 182 150.28 27.05 
552 172 183 167.18 30.09 
553 173 163 171.05 30.79 
554 173 165 146.07 26.29 
555 173 185 124.34 22.38 
556 174 165 152.40 27.43 
557 174 167 155.17 27.93 
558 174 185 144.39 25.99 
559 174 186 108.30 19.49 
560 174 187 170.98 30.78 
561 175 167 106.26 19.13 
562 175 176 116.09 20.90 
563 176 169 145.39 26.17 
564 176 175 116.09 20.90 
565 176 177 102.31 18.42 
566 176 187 158.45 28.52 
567 177 169 87.49 15.75 
568 177 178 119.00 21.42 
569 178 169 148.83 26.79 
570 178 177 119.00 21.42 
571 178 189 85.44 15.38 
572 178 190 126.37 22.75 
573 179 178 92.20 16.60 
574 179 190 106.17 19.11 
575 180 181 107.50 19.35 
576 180 191 106.72 19.21 
577 181 182 106.10 19.10 
578 181 192 130.49 23.49 
579 182 162 180.50 32.49 
580 182 172 150.28 27.05 
581 182 183 222.56 40.06 
582 182 193 120.00 21.60 
583 183 173 159.08 28.63 
584 183 182 222.56 40.06 
585 184 183 98.20 17.68 
586 184 185 113.60 20.45 
587 185 165 195.54 35.20 
588 185 173 124.34 22.38 
589 185 195 166.57 29.98 
590 186 185 104.78 18.86 
591 186 187 111.82 20.13 
592 187 174 170.98 30.78 
593 187 175 135.32 24.36 
594 187 176 158.45 28.52 
595 187 188 198.51 35.73 
596 187 197 146.39 26.35 
597 187 198 95.61 17.21 
598 188 177 106.11 19.10 
599 188 199 100.32 18.06 
600 188 200 164.12 29.54 
601 189 178 85.44 15.38 
602 189 188 118.80 21.38 
603 189 200 109.30 19.67 
604 190 178 126.37 22.75 
605 190 189 85.36 15.36 
606 190 210 191.44 34.46 
607 191 192 107.18 19.29 
608 191 201 120.95 21.77 
609 192 181 130.49 23.49 
610 192 193 98.80 17.78 
611 192 202 98.79 17.78 
612 193 192 98.80 17.78 
613 193 194 217.18 39.09 
614 193 203 104.03 18.73 
615 194 183 97.79 17.60 
616 194 193 217.18 39.09 
617 194 204 103.95 18.71 
618 195 183 142.31 25.62 
619 195 184 129.00 23.22 
620 195 194 99.60 17.93 
621 195 196 123.32 22.20 
622 195 204 135.66 24.42 
623 195 205 89.59 16.13 
624 195 206 148.27 26.69 
625 196 185 109.37 19.69 
626 196 195 123.32 22.20 
627 196 197 104.02 18.72 
628 196 206 108.60 19.55 
629 197 198 97.30 17.51 
630 197 206 139.63 25.13 
631 198 197 97.30 17.51 
632 198 199 216.97 39.06 
633 198 207 115.58 20.80 
634 199 198 216.97 39.06 
635 199 208 115.09 20.72 
636 200 188 164.12 29.54 
637 200 189 109.30 19.67 
638 200 209 103.89 18.70 
639 201 191 120.95 21.77 
640 201 202 102.11 18.38 
641 202 201 102.11 18.38 
642 202 203 108.25 19.49 
643 203 193 104.03 18.73 
644 203 202 108.25 19.49 
645 203 204 208.31 37.50 
646 204 195 135.66 24.42 
647 204 203 208.31 37.50 
648 204 205 110.23 19.84 
649 205 206 106.79 19.22 
650 206 196 108.60 19.55 
651 206 207 213.15 38.37 
652 207 206 213.15 38.37 
653 207 208 204.08 36.74 
654 208 199 115.09 20.72 
655 208 209 116.78 21.02 
656 209 200 103.89 18.70 
657 209 208 116.78 21.02 
658 210 200 151.85 27.33 
659 210 209 107.92 19.42 
